『三四郎』夏目漱石,En_text,Happy,Angry,Surprise,Sad,Fear
"三四郎も留められたが、わざと断って、美禰子といっしょに表へ出た。
日本の社会状態で、こういう機会を、随意に造ることは、三四郎にとって困難である。
三四郎はなるべくこの機会を長く引き延ばして利用しようと試みた。
それで比較的人の通らない、閑静な曙町を一回り散歩しようじゃないかと女をいざなってみた。
ところが相手は案外にも応じなかった。","Sanshiro was also asked to leave, but he deliberately declined and went out with Mineko.
It was difficult for Sanshiro to create such an opportunity at will under Japanese social conditions.
Sanshiro tried to make the most of this opportunity by prolonging it as long as possible.
He suggested to the woman that they take a walk around Akebono-cho, a relatively quiet area with few pedestrians.
Surprisingly, however, the woman did not respond.",0.29,0.0,0.0,0.29,0.43
"一直線に生垣の間を横切って、大通りへ出た。
三四郎は、並んで歩きながら、","In a straight line, they crossed between the hedges and came out onto the main street.
Sanshiro walked side by side with",0.0,0.25,0.0,0.25,0.5
「原口さんもそう言っていたが、本当にどうかしたんですか」と聞いた。,"I asked, ""Mr. Haraguchi said so, but what's really wrong?""",0.0,0.0,0.0,0.0,1.0
"「私？」と美禰子がまた言った。
原口さんに答えたと同じことである。
三四郎が美禰子を知ってから、美禰子はかつて、長い言葉を使ったことがない。","Me?"" Mineko said again.
It was the same thing as she had answered Mr. Haraguchi.
Since Sanshiro had known Mineko, Mineko had never used long words before.",0.0,0.5,0.0,0.0,0.5
"たいていの応対は一句か二句で済ましている。
しかもはなはだ簡単なものにすぎない。
それでいて、三四郎の耳には一種の深い響を与える。
ほとんど他の人からは、聞きうることのできない色が出る。
三四郎はそれに敬服した。","Most responses are only a phrase or two.
And they are very simple ones at that.
And yet, they have a kind of deep resonance in Sanshiro's ears.
It was a kind of color that could not be heard from other people.
Sanshiro admired it.",0.4,0.0,0.0,0.4,0.2
それを不思議がった。,He wondered about that.,0.0,0.0,1.0,0.0,0.0
"「私？」と言った時、女は顔を半分ほど三四郎の方へ向けた。
そうして二重瞼の切れ目から男を見た。
その目には暈がかかっているように思われた。","Me?"" When she said this, the woman turned her face half toward Sanshiro.
Then she looked at him through the slits of her double lids.
Her eyes seemed to have a haze in them.",0.0,0.0,0.5,0.5,0.0
"いつになく感じがなまぬるくきた。
頬の色も少し青い。","The feeling was more lukewarm than ever.
The color of her cheeks is a little pale.",0.0,0.0,0.0,1.0,0.0
「色が少し悪いようです」,"The color looks a little off.""",0.0,0.0,0.0,1.0,0.0
"「そうですか」
二人は五、六歩無言で歩いた。
三四郎はどうともして、二人のあいだにかかった薄い幕のようなものを裂き破りたくなった。","I see.""
They walked in silence for five or six steps.
Sanshiro felt as if he wanted to tear through the thin curtain that hung between them.",0.0,0.0,0.33,0.67,0.0
"しかしなんといったら破れるか、まるで分別が出なかった。
小説などにある甘い言葉は使いたくない。
趣味のうえからいっても、社交上若い男女の習慣としても、使いたくない。
三四郎は事実上不可能の事を望んでいる。
望んでいるばかりではない。","But I had no idea what to say to break the ice.
I did not want to use the sweet language of novels.
He did not want to use them, either for pleasure or as a social custom for young men and women.
Sanshiro wanted what was virtually impossible.
Not only does he want it, he also wants it.",0.14,0.29,0.29,0.0,0.29
"歩きながら工夫している。
やがて、女のほうから口をききだした。","They devised a way to walk away.
Eventually, the woman began to speak.",0.0,0.33,0.0,0.0,0.67
「きょう何か原口さんに御用がおありだったの」,"You wanted to see me today, Mr. Haraguchi?",0,0,0,0,0
「いいえ、用事はなかったです」,"No, I had no business there.",0.0,0.0,0.0,0.0,1.0
「じゃ、ただ遊びにいらしったの」,"So you just came to hang out.""",0,0,0,0,0
「いいえ、遊びに行ったんじゃありません」,"No, I didn't go there to play.",0.0,0.0,0.0,0.0,1.0
"「じゃ、なんでいらしったの」
三四郎はこの瞬間を捕えた。","Then why did you come?""
Sanshiro seized the moment.",0.0,0.0,0.0,0.0,1.0
"「あなたに会いに行ったんです」
三四郎はこれで言えるだけの事をことごとく言ったつもりである。
すると、女はすこしも刺激に感じない、しかも、いつものごとく男を酔わせる調子で、","I went to see you.""
Sanshiro thought he had said all he could say.
The woman did not find it stimulating at all, and she was still talking to him in her usual intoxicating tone.",1.0,0.0,0.0,0.0,0.0
"「お金は、あすこじゃいただけないのよ」と言った。
三四郎はがっかりした。
二人はまた無言で五、六間来た。","I can't get the money in Asuko,"" he said.
Sanshiro was disappointed.
The two men came for another five or six paces in silence.",0.0,0.0,0.5,0.5,0.0
三四郎は突然口を開いた。,Sanshiro suddenly opened his mouth.,0.0,0.0,0.0,0.5,0.5
"「本当は金を返しに行ったのじゃありません」
美禰子はしばらく返事をしなかった。
やがて、静かに言った。","I didn't really go there to return the money.""
Mineko did not reply for a while.
After a while, she quietly said, ""I didn't go there to return the money.",0,0,0,0,0
"「お金は私もいりません。持っていらっしゃい」
三四郎は堪えられなくなった。
急に、","I don't need the money either. Please bring it to me.""
Sanshiro couldn't stand it anymore.
Suddenly",0.0,0.33,0.0,0.33,0.33
"「ただ、あなたに会いたいから行ったのです」と言って、横に女の顔をのぞきこんだ。
女は三四郎を見なかった。
その時三四郎の耳に、女の口をもれたかすかなため息が聞こえた。","I only went because I wanted to see you,"" he said, peering sideways into the woman's face.
The woman did not look at him.
At that moment, Sanshiro heard a faint sigh escape from the woman's mouth.",0.0,0.0,0.0,0.6,0.4
