『銀河鉄道の夜』宮沢賢治,En_text,Happy,Angry,Surprise,Sad,Fear
「ああきっと行くよ。ああ、あすこの野原はなんてきれいだろう。みんな集ってるねえ。あすこがほんとうの天上なんだ。あっあすこにいるのぼくのお母さんだよ。」,"Oh, I'll be there. Oh, how beautiful the field is. Everyone is gathering. Asukoko is the real heaven. Oh, that's my mother there.",0.25,0.0,0.25,0.25,0.25
"カムパネルラは俄かに窓の遠くに見えるきれいな野原を指して叫びました。
ジョバンニもそっちを見ましたけれどもそこはぼんやり白くけむっているばかりどうしてもカムパネルラが云ったように思われませんでした。
何とも云えずさびしい気がしてぼんやりそっちを見ていましたら向うの河岸に二本の電信ばしらが丁度両方から腕を組んだように赤い腕木をつらねて立っていました。","Camperla suddenly pointed to a beautiful field far away from the window and shouted out.
Giovanni also looked in that direction, but it was only a hazy white haze, so he did not think it was the same as what Cam panela had said.
Giovanni looked in that direction, but it was a dim white haze, and he could not make out what Cam panela had said. He felt inexplicably lonely, and as he looked in that direction, he saw two telegraph poles standing on the opposite bank of the river, with their red braces clasped together as if their arms were crossed.",0.05,0.16,0.16,0.37,0.26
「カムパネルラ、僕たち一緒に行こうねえ。」,"""Come on, camperla, we'll go together.""",0,0,0,0,0
"ジョバンニが斯う云いながらふりかえって見ましたらそのいままでカムパネルラの座っていた席にもうカムパネルラの形は見えずただ黒いびろうどばかりひかっていました。
ジョバンニはまるで鉄砲丸のように立ちあがりました。
そして誰にも聞えないように窓の外へからだを乗り出して力いっぱいはげしく胸をうって叫びそれからもう咽喉いっぱい泣きだしました。","Giovanni said this and turned around to see that the seat where Cam panela had been sitting was no longer occupied by him.
Giovanni stood up like a cannonball.
He leaned out the window so that no one could hear him, pounded his chest with all his might, and cried out, his throat full of tears.",0.2,0.0,0.2,0.2,0.4
"もうそこらが一ぺんにまっくらになったように思いました。
ジョバンニは眼をひらきました。
もとの丘の草の中につかれてねむっていたのでした。","It was as if the whole place had been plunged into darkness.
Giovanni opened his eyes.
He had fallen asleep in the grass on the hillside.",0.0,0.25,0.0,0.0,0.75
"胸は何だかおかしく熱り頬にはつめたい涙がながれていました。
ジョバンニはばねのようにはね起きました。
町はすっかりさっきの通りに下でたくさんの灯を綴ってはいましたがその光はなんだかさっきよりは熱したという風でした。","His chest was burning and there were cold tears on his cheeks.
Giovanni woke up like a spring.
The town was still lit up by the same lights as before, but the light was somehow hotter than before.",0.0,0.0,0.4,0.6,0.0
"そしてたったいま夢であるいた天の川もやっぱりさっきの通りに白くぼんやりかかりまっ黒な南の地平線の上では殊にけむったようになってその右には蠍座の赤い星がうつくしくきらめき、そらぜんたいの位置はそんなに変ってもいないようでした。
ジョバンニは一さんに丘を走って下りました。
まだ夕ごはんをたべないで待っているお母さんのことが胸いっぱいに思いだされたのです。","And the Milky Way, which I had just dreamed of, was still a hazy white as before, and on the black southern horizon it was especially hazy, with the red stars of Scorpio shining brightly to its right.
Giovanni ran down the hill in a single bound.
He thought of his mother, who was still waiting for him without having eaten her supper.",0.2,0.2,0.2,0.0,0.4
"どんどん黒い松の林の中を通ってそれからほの白い牧場の柵をまわってさっきの入口から暗い牛舎の前へまた来ました。
そこには誰かがいま帰ったらしくさっきなかった一つの車が何かの樽を二つ乗っけて置いてありました。","We walked through a forest of black pines and around a white pasture fence, and came back to the dark barn from the previous entrance.
Someone had just left there, and there was a car with two barrels of something on it that had not been there before.",0.33,0.0,0.0,0.33,0.33
「今晩は、」,"Good evening.""",0,0,0,0,0
ジョバンニは叫びました。,Giovanni exclaimed.,0,0,0,0,0
「はい。」,"Yes.""",0,0,0,0,0
白い太いずぼんをはいた人がすぐ出て来て立ちました。,A man wearing a thick white zubon came right out and stood.,0.0,0.0,0.0,0.0,1.0
「何のご用ですか。」,"How can I help you?""",0,0,0,0,0
「今日牛乳がぼくのところへ来なかったのですが」,The milk didn't come to me today.,0,0,0,0,0
「あ済みませんでした。」,I'm sorry.,0.0,0.0,0.0,1.0,0.0
その人はすぐ奥へ行って一本の牛乳瓶をもって来てジョバンニに渡しながらまた云いました。,The man immediately went to the back and brought a bottle of milk and handed it to Giovanni.,0.0,0.0,0.0,1.0,0.0
「ほんとうに、済みませんでした。今日はひるすぎうっかりしてこうしの柵をあけて置いたもんですから大将早速親牛のところへ行って半分ばかり呑んでしまいましてね……」,"I'm really sorry. I left the fence of the cows open after noon today, so the owner went to the cows and drank half of it. ......",0.0,0.0,0.0,0.75,0.25
その人はわらいました。,The person laughed.,0,0,0,0,0
「そうですか。ではいただいて行きます。」,I see. Then I'll take it.,0,0,0,0,0
「ええ、どうも済みませんでした。」,"Yes, thank you very much.",0,0,0,0,0
「いいえ。」,"No.""",0,0,0,0,0
"ジョバンニはまだ熱い乳の瓶を両方のてのひらで包むようにもって牧場の柵を出ました。
そしてしばらく木のある町を通って大通りへ出てまたしばらく行きますとみちは十文字になってその右手の方、通りのはずれにさっきカムパネルラたちのあかりを流しに行った川へかかった大きな橋のやぐらが夜のそらにぼんやり立っていました。
ところがその十字になった町かどや店の前に女たちが七八人ぐらいずつ集って橋の方を見ながら何かひそひそ談しているのです。","Giovanni held the still-hot jar of milk between his palms as he left the fence of the farm.
After passing through the town with trees for a while, he came to a main street and went on again for a while. The street turned into a crossroads, and at the right side of the crossroads, at the end of the street, there was a large bridge over the river where the light of the cam panelas had been washed away earlier, standing dimly in the night.
However, in front of the cross-shaped street corner and stores, about seventy-eight women were gathered in front of each store, looking toward the bridge and whispering to each other about something.",0.0,0.09,0.09,0.45,0.36
"それから橋の上にもいろいろなあかりがいっぱいなのでした。
ジョバンニはなぜかさあっと胸が冷たくなったように思いました。
そしていきなり近くの人たちへ","The bridge was also full of various lights.
Giovanni felt a sudden chill in his chest.
Then he suddenly turned to the people nearby.",0.0,0.0,0.4,0.4,0.2
「何かあったんですか。」と叫ぶようにききました。,"What's wrong?"" I asked as if shouting.",0.0,0.0,0.5,0.0,0.5
「こどもが水へ落ちたんですよ。」,The child fell into the water.,0.0,0.5,0.0,0.5,0.0
